classe;produto;nome_produto;ano;litros
VINHO DE MESA;vm_Tinto;  Tinto;1970-01-01;83300735
VINHO DE MESA;vm_Tinto;  Tinto;1971-01-01;98522869
VINHO DE MESA;vm_Tinto;  Tinto;1972-01-01;101167932
VINHO DE MESA;vm_Tinto;  Tinto;1973-01-01;98196747
VINHO DE MESA;vm_Tinto;  Tinto;1974-01-01;77167303
VINHO DE MESA;vm_Tinto;  Tinto;1975-01-01;91528090
VINHO DE MESA;vm_Tinto;  Tinto;1976-01-01;116407222
VINHO DE MESA;vm_Tinto;  Tinto;1977-01-01;116609545
VINHO DE MESA;vm_Tinto;  Tinto;1978-01-01;117203914
VINHO DE MESA;vm_Tinto;  Tinto;1979-01-01;119496652
VINHO DE MESA;vm_Tinto;  Tinto;1980-01-01;99646124
VINHO DE MESA;vm_Tinto;  Tinto;1981-01-01;99151812
VINHO DE MESA;vm_Tinto;  Tinto;1982-01-01;131957890
VINHO DE MESA;vm_Tinto;  Tinto;1983-01-01;151852639
VINHO DE MESA;vm_Tinto;  Tinto;1984-01-01;129249097
VINHO DE MESA;vm_Tinto;  Tinto;1985-01-01;138710394
VINHO DE MESA;vm_Tinto;  Tinto;1986-01-01;153357217
VINHO DE MESA;vm_Tinto;  Tinto;1987-01-01;96590206
VINHO DE MESA;vm_Tinto;  Tinto;1988-01-01;114100716
VINHO DE MESA;vm_Tinto;  Tinto;1989-01-01;136642954
VINHO DE MESA;vm_Tinto;  Tinto;1990-01-01;120889721
VINHO DE MESA;vm_Tinto;  Tinto;1991-01-01;141726264
VINHO DE MESA;vm_Tinto;  Tinto;1992-01-01;138190489
VINHO DE MESA;vm_Tinto;  Tinto;1993-01-01;157031022
VINHO DE MESA;vm_Tinto;  Tinto;1994-01-01;140192480
VINHO DE MESA;vm_Tinto;  Tinto;1995-01-01;108968350
VINHO DE MESA;vm_Tinto;  Tinto;1996-01-01;122549540
VINHO DE MESA;vm_Tinto;  Tinto;1997-01-01;127693158
VINHO DE MESA;vm_Tinto;  Tinto;1998-01-01;133479291
VINHO DE MESA;vm_Tinto;  Tinto;1999-01-01;150857434
VINHO DE MESA;vm_Tinto;  Tinto;2000-01-01;172183792
VINHO DE MESA;vm_Tinto;  Tinto;2001-01-01;176793696
VINHO DE MESA;vm_Tinto;  Tinto;2002-01-01;181274195
VINHO DE MESA;vm_Tinto;  Tinto;2003-01-01;179225328
VINHO DE MESA;vm_Tinto;  Tinto;2004-01-01;186236086
VINHO DE MESA;vm_Tinto;  Tinto;2005-01-01;227987458
VINHO DE MESA;vm_Tinto;  Tinto;2006-01-01;209438207
VINHO DE MESA;vm_Tinto;  Tinto;2007-01-01;190526781
VINHO DE MESA;vm_Tinto;  Tinto;2008-01-01;172020779
VINHO DE MESA;vm_Tinto;  Tinto;2009-01-01;193004182
VINHO DE MESA;vm_Tinto;  Tinto;2010-01-01;188649074
VINHO DE MESA;vm_Tinto;  Tinto;2011-01-01;196562722
VINHO DE MESA;vm_Tinto;  Tinto;2012-01-01;173964776
VINHO DE MESA;vm_Tinto;  Tinto;2013-01-01;188033494
VINHO DE MESA;vm_Tinto;  Tinto;2014-01-01;178250072
VINHO DE MESA;vm_Tinto;  Tinto;2015-01-01;182028785
VINHO DE MESA;vm_Tinto;  Tinto;2016-01-01;146646365
VINHO DE MESA;vm_Tinto;  Tinto;2017-01-01;154309442
VINHO DE MESA;vm_Tinto;  Tinto;2018-01-01;155115499
VINHO DE MESA;vm_Tinto;  Tinto;2019-01-01;158519218
VINHO DE MESA;vm_Rosado;  Rosado;1970-01-01;107681
VINHO DE MESA;vm_Rosado;  Rosado;1971-01-01;542274
VINHO DE MESA;vm_Rosado;  Rosado;1972-01-01;7770851
VINHO DE MESA;vm_Rosado;  Rosado;1973-01-01;8425617
VINHO DE MESA;vm_Rosado;  Rosado;1974-01-01;8891367
VINHO DE MESA;vm_Rosado;  Rosado;1975-01-01;7261777
VINHO DE MESA;vm_Rosado;  Rosado;1976-01-01;11748047
VINHO DE MESA;vm_Rosado;  Rosado;1977-01-01;15195525
VINHO DE MESA;vm_Rosado;  Rosado;1978-01-01;14612454
VINHO DE MESA;vm_Rosado;  Rosado;1979-01-01;18643308
VINHO DE MESA;vm_Rosado;  Rosado;1980-01-01;14746625
VINHO DE MESA;vm_Rosado;  Rosado;1981-01-01;16360547
VINHO DE MESA;vm_Rosado;  Rosado;1982-01-01;15786964
VINHO DE MESA;vm_Rosado;  Rosado;1983-01-01;23841328
VINHO DE MESA;vm_Rosado;  Rosado;1984-01-01;21724540
VINHO DE MESA;vm_Rosado;  Rosado;1985-01-01;23988088
VINHO DE MESA;vm_Rosado;  Rosado;1986-01-01;28544630
VINHO DE MESA;vm_Rosado;  Rosado;1987-01-01;21376304
VINHO DE MESA;vm_Rosado;  Rosado;1988-01-01;17329181
VINHO DE MESA;vm_Rosado;  Rosado;1989-01-01;14564451
VINHO DE MESA;vm_Rosado;  Rosado;1990-01-01;16482188
VINHO DE MESA;vm_Rosado;  Rosado;1991-01-01;16322381
VINHO DE MESA;vm_Rosado;  Rosado;1992-01-01;12822511
VINHO DE MESA;vm_Rosado;  Rosado;1993-01-01;13767249
VINHO DE MESA;vm_Rosado;  Rosado;1994-01-01;13762956
VINHO DE MESA;vm_Rosado;  Rosado;1995-01-01;11653971
VINHO DE MESA;vm_Rosado;  Rosado;1996-01-01;13374874
VINHO DE MESA;vm_Rosado;  Rosado;1997-01-01;13550872
VINHO DE MESA;vm_Rosado;  Rosado;1998-01-01;12980172
VINHO DE MESA;vm_Rosado;  Rosado;1999-01-01;13221934
VINHO DE MESA;vm_Rosado;  Rosado;2000-01-01;9150927
VINHO DE MESA;vm_Rosado;  Rosado;2001-01-01;7283912
VINHO DE MESA;vm_Rosado;  Rosado;2002-01-01;8434812
VINHO DE MESA;vm_Rosado;  Rosado;2003-01-01;6945806
VINHO DE MESA;vm_Rosado;  Rosado;2004-01-01;5478618
VINHO DE MESA;vm_Rosado;  Rosado;2005-01-01;3562059
VINHO DE MESA;vm_Rosado;  Rosado;2006-01-01;3071382
VINHO DE MESA;vm_Rosado;  Rosado;2007-01-01;2252558
VINHO DE MESA;vm_Rosado;  Rosado;2008-01-01;1840779
VINHO DE MESA;vm_Rosado;  Rosado;2009-01-01;2307580
VINHO DE MESA;vm_Rosado;  Rosado;2010-01-01;2036928
VINHO DE MESA;vm_Rosado;  Rosado;2011-01-01;1668823
VINHO DE MESA;vm_Rosado;  Rosado;2012-01-01;1738134
VINHO DE MESA;vm_Rosado;  Rosado;2013-01-01;1777648
VINHO DE MESA;vm_Rosado;  Rosado;2014-01-01;1419855
VINHO DE MESA;vm_Rosado;  Rosado;2015-01-01;1409002
VINHO DE MESA;vm_Rosado;  Rosado;2016-01-01;1391942
VINHO DE MESA;vm_Rosado;  Rosado;2017-01-01;1097426
VINHO DE MESA;vm_Rosado;  Rosado;2018-01-01;1972944
VINHO DE MESA;vm_Rosado;  Rosado;2019-01-01;1265435
VINHO DE MESA;vm_Branco;  Branco;1970-01-01;14919190
VINHO DE MESA;vm_Branco;  Branco;1971-01-01;15333888
VINHO DE MESA;vm_Branco;  Branco;1972-01-01;9438584
VINHO DE MESA;vm_Branco;  Branco;1973-01-01;9995546
VINHO DE MESA;vm_Branco;  Branco;1974-01-01;8114654
VINHO DE MESA;vm_Branco;  Branco;1975-01-01;9241925
VINHO DE MESA;vm_Branco;  Branco;1976-01-01;11083345
VINHO DE MESA;vm_Branco;  Branco;1977-01-01;9008044
VINHO DE MESA;vm_Branco;  Branco;1978-01-01;9477011
VINHO DE MESA;vm_Branco;  Branco;1979-01-01;11469152
VINHO DE MESA;vm_Branco;  Branco;1980-01-01;8432549
VINHO DE MESA;vm_Branco;  Branco;1981-01-01;13382221
VINHO DE MESA;vm_Branco;  Branco;1982-01-01;19116918
VINHO DE MESA;vm_Branco;  Branco;1983-01-01;19922653
VINHO DE MESA;vm_Branco;  Branco;1984-01-01;20645870
VINHO DE MESA;vm_Branco;  Branco;1985-01-01;22493355
VINHO DE MESA;vm_Branco;  Branco;1986-01-01;21228171
VINHO DE MESA;vm_Branco;  Branco;1987-01-01;13098681
VINHO DE MESA;vm_Branco;  Branco;1988-01-01;19248750
VINHO DE MESA;vm_Branco;  Branco;1989-01-01;21713862
VINHO DE MESA;vm_Branco;  Branco;1990-01-01;27353737
VINHO DE MESA;vm_Branco;  Branco;1991-01-01;32086250
VINHO DE MESA;vm_Branco;  Branco;1992-01-01;29217431
VINHO DE MESA;vm_Branco;  Branco;1993-01-01;30370209
VINHO DE MESA;vm_Branco;  Branco;1994-01-01;26339930
VINHO DE MESA;vm_Branco;  Branco;1995-01-01;25961507
VINHO DE MESA;vm_Branco;  Branco;1996-01-01;29907022
VINHO DE MESA;vm_Branco;  Branco;1997-01-01;33524608
VINHO DE MESA;vm_Branco;  Branco;1998-01-01;35117186
VINHO DE MESA;vm_Branco;  Branco;1999-01-01;36499378
VINHO DE MESA;vm_Branco;  Branco;2000-01-01;39688884
VINHO DE MESA;vm_Branco;  Branco;2001-01-01;37440616
VINHO DE MESA;vm_Branco;  Branco;2002-01-01;37738385
VINHO DE MESA;vm_Branco;  Branco;2003-01-01;30911825
VINHO DE MESA;vm_Branco;  Branco;2004-01-01;33307126
VINHO DE MESA;vm_Branco;  Branco;2005-01-01;39698976
VINHO DE MESA;vm_Branco;  Branco;2006-01-01;33116025
VINHO DE MESA;vm_Branco;  Branco;2007-01-01;29122090
VINHO DE MESA;vm_Branco;  Branco;2008-01-01;26627054
VINHO DE MESA;vm_Branco;  Branco;2009-01-01;39214217
VINHO DE MESA;vm_Branco;  Branco;2010-01-01;30556943
VINHO DE MESA;vm_Branco;  Branco;2011-01-01;32078923
VINHO DE MESA;vm_Branco;  Branco;2012-01-01;31266661
VINHO DE MESA;vm_Branco;  Branco;2013-01-01;31779668
VINHO DE MESA;vm_Branco;  Branco;2014-01-01;26734500
VINHO DE MESA;vm_Branco;  Branco;2015-01-01;25760681
VINHO DE MESA;vm_Branco;  Branco;2016-01-01;18731315
VINHO DE MESA;vm_Branco;  Branco;2017-01-01;20653091
VINHO DE MESA;vm_Branco;  Branco;2018-01-01;20097830
VINHO DE MESA;vm_Branco;  Branco;2019-01-01;20661836
SUCO;su_Suco_Natural;   Suco Natural Integral;1970-01-01;0
SUCO;su_Suco_Natural;   Suco Natural Integral;1971-01-01;0
SUCO;su_Suco_Natural;   Suco Natural Integral;1972-01-01;0
SUCO;su_Suco_Natural;   Suco Natural Integral;1973-01-01;0
SUCO;su_Suco_Natural;   Suco Natural Integral;1974-01-01;0
SUCO;su_Suco_Natural;   Suco Natural Integral;1975-01-01;0
SUCO;su_Suco_Natural;   Suco Natural Integral;1976-01-01;0
SUCO;su_Suco_Natural;   Suco Natural Integral;1977-01-01;0
SUCO;su_Suco_Natural;   Suco Natural Integral;1978-01-01;0
SUCO;su_Suco_Natural;   Suco Natural Integral;1979-01-01;0
SUCO;su_Suco_Natural;   Suco Natural Integral;1980-01-01;0
SUCO;su_Suco_Natural;   Suco Natural Integral;1981-01-01;0
SUCO;su_Suco_Natural;   Suco Natural Integral;1982-01-01;0
SUCO;su_Suco_Natural;   Suco Natural Integral;1983-01-01;0
SUCO;su_Suco_Natural;   Suco Natural Integral;1984-01-01;0
SUCO;su_Suco_Natural;   Suco Natural Integral;1985-01-01;0
SUCO;su_Suco_Natural;   Suco Natural Integral;1986-01-01;0
SUCO;su_Suco_Natural;   Suco Natural Integral;1987-01-01;0
SUCO;su_Suco_Natural;   Suco Natural Integral;1988-01-01;0
SUCO;su_Suco_Natural;   Suco Natural Integral;1989-01-01;0
SUCO;su_Suco_Natural;   Suco Natural Integral;1990-01-01;0
SUCO;su_Suco_Natural;   Suco Natural Integral;1991-01-01;0
SUCO;su_Suco_Natural;   Suco Natural Integral;1992-01-01;0
SUCO;su_Suco_Natural;   Suco Natural Integral;1993-01-01;0
SUCO;su_Suco_Natural;   Suco Natural Integral;1994-01-01;0
SUCO;su_Suco_Natural;   Suco Natural Integral;1995-01-01;0
SUCO;su_Suco_Natural;   Suco Natural Integral;1996-01-01;0
SUCO;su_Suco_Natural;   Suco Natural Integral;1997-01-01;0
SUCO;su_Suco_Natural;   Suco Natural Integral;1998-01-01;0
SUCO;su_Suco_Natural;   Suco Natural Integral;1999-01-01;0
SUCO;su_Suco_Natural;   Suco Natural Integral;2000-01-01;0
SUCO;su_Suco_Natural;   Suco Natural Integral;2001-01-01;0
SUCO;su_Suco_Natural;   Suco Natural Integral;2002-01-01;0
SUCO;su_Suco_Natural;   Suco Natural Integral;2003-01-01;0
SUCO;su_Suco_Natural;   Suco Natural Integral;2004-01-01;0
SUCO;su_Suco_Natural;   Suco Natural Integral;2005-01-01;0
SUCO;su_Suco_Natural;   Suco Natural Integral;2006-01-01;0
SUCO;su_Suco_Natural;   Suco Natural Integral;2007-01-01;0
SUCO;su_Suco_Natural;   Suco Natural Integral;2008-01-01;0
SUCO;su_Suco_Natural;   Suco Natural Integral;2009-01-01;0
SUCO;su_Suco_Natural;   Suco Natural Integral;2010-01-01;0
SUCO;su_Suco_Natural;   Suco Natural Integral;2011-01-01;0
SUCO;su_Suco_Natural;   Suco Natural Integral;2012-01-01;0
SUCO;su_Suco_Natural;   Suco Natural Integral;2013-01-01;0
SUCO;su_Suco_Natural;   Suco Natural Integral;2014-01-01;0
SUCO;su_Suco_Natural;   Suco Natural Integral;2015-01-01;0
SUCO;su_Suco_Natural;   Suco Natural Integral;2016-01-01;0
SUCO;su_Suco_Natural;   Suco Natural Integral;2017-01-01;0
SUCO;su_Suco_Natural;   Suco Natural Integral;2018-01-01;0
SUCO;su_Suco_Natural;   Suco Natural Integral;2019-01-01;131628685
SUCO;su_Suco_Reprocessado;   Suco Reprocessado/reconstituido;1970-01-01;0
SUCO;su_Suco_Reprocessado;   Suco Reprocessado/reconstituido;1971-01-01;0
SUCO;su_Suco_Reprocessado;   Suco Reprocessado/reconstituido;1972-01-01;0
SUCO;su_Suco_Reprocessado;   Suco Reprocessado/reconstituido;1973-01-01;0
SUCO;su_Suco_Reprocessado;   Suco Reprocessado/reconstituido;1974-01-01;0
SUCO;su_Suco_Reprocessado;   Suco Reprocessado/reconstituido;1975-01-01;0
SUCO;su_Suco_Reprocessado;   Suco Reprocessado/reconstituido;1976-01-01;0
SUCO;su_Suco_Reprocessado;   Suco Reprocessado/reconstituido;1977-01-01;0
SUCO;su_Suco_Reprocessado;   Suco Reprocessado/reconstituido;1978-01-01;0
SUCO;su_Suco_Reprocessado;   Suco Reprocessado/reconstituido;1979-01-01;0
SUCO;su_Suco_Reprocessado;   Suco Reprocessado/reconstituido;1980-01-01;0
SUCO;su_Suco_Reprocessado;   Suco Reprocessado/reconstituido;1981-01-01;0
SUCO;su_Suco_Reprocessado;   Suco Reprocessado/reconstituido;1982-01-01;0
SUCO;su_Suco_Reprocessado;   Suco Reprocessado/reconstituido;1983-01-01;0
SUCO;su_Suco_Reprocessado;   Suco Reprocessado/reconstituido;1984-01-01;0
SUCO;su_Suco_Reprocessado;   Suco Reprocessado/reconstituido;1985-01-01;0
SUCO;su_Suco_Reprocessado;   Suco Reprocessado/reconstituido;1986-01-01;0
SUCO;su_Suco_Reprocessado;   Suco Reprocessado/reconstituido;1987-01-01;0
SUCO;su_Suco_Reprocessado;   Suco Reprocessado/reconstituido;1988-01-01;0
SUCO;su_Suco_Reprocessado;   Suco Reprocessado/reconstituido;1989-01-01;0
SUCO;su_Suco_Reprocessado;   Suco Reprocessado/reconstituido;1990-01-01;0
SUCO;su_Suco_Reprocessado;   Suco Reprocessado/reconstituido;1991-01-01;0
SUCO;su_Suco_Reprocessado;   Suco Reprocessado/reconstituido;1992-01-01;0
SUCO;su_Suco_Reprocessado;   Suco Reprocessado/reconstituido;1993-01-01;0
SUCO;su_Suco_Reprocessado;   Suco Reprocessado/reconstituido;1994-01-01;0
SUCO;su_Suco_Reprocessado;   Suco Reprocessado/reconstituido;1995-01-01;0
SUCO;su_Suco_Reprocessado;   Suco Reprocessado/reconstituido;1996-01-01;0
SUCO;su_Suco_Reprocessado;   Suco Reprocessado/reconstituido;1997-01-01;0
SUCO;su_Suco_Reprocessado;   Suco Reprocessado/reconstituido;1998-01-01;0
SUCO;su_Suco_Reprocessado;   Suco Reprocessado/reconstituido;1999-01-01;0
SUCO;su_Suco_Reprocessado;   Suco Reprocessado/reconstituido;2000-01-01;0
SUCO;su_Suco_Reprocessado;   Suco Reprocessado/reconstituido;2001-01-01;0
SUCO;su_Suco_Reprocessado;   Suco Reprocessado/reconstituido;2002-01-01;0
SUCO;su_Suco_Reprocessado;   Suco Reprocessado/reconstituido;2003-01-01;0
SUCO;su_Suco_Reprocessado;   Suco Reprocessado/reconstituido;2004-01-01;0
SUCO;su_Suco_Reprocessado;   Suco Reprocessado/reconstituido;2005-01-01;0
SUCO;su_Suco_Reprocessado;   Suco Reprocessado/reconstituido;2006-01-01;0
SUCO;su_Suco_Reprocessado;   Suco Reprocessado/reconstituido;2007-01-01;0
SUCO;su_Suco_Reprocessado;   Suco Reprocessado/reconstituido;2008-01-01;0
SUCO;su_Suco_Reprocessado;   Suco Reprocessado/reconstituido;2009-01-01;0
SUCO;su_Suco_Reprocessado;   Suco Reprocessado/reconstituido;2010-01-01;0
SUCO;su_Suco_Reprocessado;   Suco Reprocessado/reconstituido;2011-01-01;0
SUCO;su_Suco_Reprocessado;   Suco Reprocessado/reconstituido;2012-01-01;0
SUCO;su_Suco_Reprocessado;   Suco Reprocessado/reconstituido;2013-01-01;0
SUCO;su_Suco_Reprocessado;   Suco Reprocessado/reconstituido;2014-01-01;0
SUCO;su_Suco_Reprocessado;   Suco Reprocessado/reconstituido;2015-01-01;0
SUCO;su_Suco_Reprocessado;   Suco Reprocessado/reconstituido;2016-01-01;0
SUCO;su_Suco_Reprocessado;   Suco Reprocessado/reconstituido;2017-01-01;0
SUCO;su_Suco_Reprocessado;   Suco Reprocessado/reconstituido;2018-01-01;0
SUCO;su_Suco_Reprocessado;   Suco Reprocessado/reconstituido;2019-01-01;7759932
SUCO;su_Suco_Orgânico;   Suco Orgânico;1970-01-01;0
SUCO;su_Suco_Orgânico;   Suco Orgânico;1971-01-01;0
SUCO;su_Suco_Orgânico;   Suco Orgânico;1972-01-01;0
SUCO;su_Suco_Orgânico;   Suco Orgânico;1973-01-01;0
SUCO;su_Suco_Orgânico;   Suco Orgânico;1974-01-01;0
SUCO;su_Suco_Orgânico;   Suco Orgânico;1975-01-01;0
SUCO;su_Suco_Orgânico;   Suco Orgânico;1976-01-01;0
SUCO;su_Suco_Orgânico;   Suco Orgânico;1977-01-01;0
SUCO;su_Suco_Orgânico;   Suco Orgânico;1978-01-01;0
SUCO;su_Suco_Orgânico;   Suco Orgânico;1979-01-01;0
SUCO;su_Suco_Orgânico;   Suco Orgânico;1980-01-01;0
SUCO;su_Suco_Orgânico;   Suco Orgânico;1981-01-01;0
SUCO;su_Suco_Orgânico;   Suco Orgânico;1982-01-01;0
SUCO;su_Suco_Orgânico;   Suco Orgânico;1983-01-01;0
SUCO;su_Suco_Orgânico;   Suco Orgânico;1984-01-01;0
SUCO;su_Suco_Orgânico;   Suco Orgânico;1985-01-01;0
SUCO;su_Suco_Orgânico;   Suco Orgânico;1986-01-01;0
SUCO;su_Suco_Orgânico;   Suco Orgânico;1987-01-01;0
SUCO;su_Suco_Orgânico;   Suco Orgânico;1988-01-01;0
SUCO;su_Suco_Orgânico;   Suco Orgânico;1989-01-01;0
SUCO;su_Suco_Orgânico;   Suco Orgânico;1990-01-01;0
SUCO;su_Suco_Orgânico;   Suco Orgânico;1991-01-01;0
SUCO;su_Suco_Orgânico;   Suco Orgânico;1992-01-01;0
SUCO;su_Suco_Orgânico;   Suco Orgânico;1993-01-01;0
SUCO;su_Suco_Orgânico;   Suco Orgânico;1994-01-01;0
SUCO;su_Suco_Orgânico;   Suco Orgânico;1995-01-01;0
SUCO;su_Suco_Orgânico;   Suco Orgânico;1996-01-01;0
SUCO;su_Suco_Orgânico;   Suco Orgânico;1997-01-01;0
SUCO;su_Suco_Orgânico;   Suco Orgânico;1998-01-01;0
SUCO;su_Suco_Orgânico;   Suco Orgânico;1999-01-01;0
SUCO;su_Suco_Orgânico;   Suco Orgânico;2000-01-01;0
SUCO;su_Suco_Orgânico;   Suco Orgânico;2001-01-01;0
SUCO;su_Suco_Orgânico;   Suco Orgânico;2002-01-01;0
SUCO;su_Suco_Orgânico;   Suco Orgânico;2003-01-01;0
SUCO;su_Suco_Orgânico;   Suco Orgânico;2004-01-01;0
SUCO;su_Suco_Orgânico;   Suco Orgânico;2005-01-01;0
SUCO;su_Suco_Orgânico;   Suco Orgânico;2006-01-01;0
SUCO;su_Suco_Orgânico;   Suco Orgânico;2007-01-01;0
SUCO;su_Suco_Orgânico;   Suco Orgânico;2008-01-01;0
SUCO;su_Suco_Orgânico;   Suco Orgânico;2009-01-01;0
SUCO;su_Suco_Orgânico;   Suco Orgânico;2010-01-01;0
SUCO;su_Suco_Orgânico;   Suco Orgânico;2011-01-01;0
SUCO;su_Suco_Orgânico;   Suco Orgânico;2012-01-01;0
SUCO;su_Suco_Orgânico;   Suco Orgânico;2013-01-01;0
SUCO;su_Suco_Orgânico;   Suco Orgânico;2014-01-01;0
SUCO;su_Suco_Orgânico;   Suco Orgânico;2015-01-01;0
SUCO;su_Suco_Orgânico;   Suco Orgânico;2016-01-01;0
SUCO;su_Suco_Orgânico;   Suco Orgânico;2017-01-01;0
SUCO;su_Suco_Orgânico;   Suco Orgânico;2018-01-01;0
SUCO;su_Suco_Orgânico;   Suco Orgânico;2019-01-01;416849
SUCO;su_Outros_sucos;   Outros sucos de uvas;1970-01-01;0
SUCO;su_Outros_sucos;   Outros sucos de uvas;1971-01-01;0
SUCO;su_Outros_sucos;   Outros sucos de uvas;1972-01-01;0
SUCO;su_Outros_sucos;   Outros sucos de uvas;1973-01-01;0
SUCO;su_Outros_sucos;   Outros sucos de uvas;1974-01-01;0
SUCO;su_Outros_sucos;   Outros sucos de uvas;1975-01-01;0
SUCO;su_Outros_sucos;   Outros sucos de uvas;1976-01-01;0
SUCO;su_Outros_sucos;   Outros sucos de uvas;1977-01-01;0
SUCO;su_Outros_sucos;   Outros sucos de uvas;1978-01-01;0
SUCO;su_Outros_sucos;   Outros sucos de uvas;1979-01-01;0
SUCO;su_Outros_sucos;   Outros sucos de uvas;1980-01-01;0
SUCO;su_Outros_sucos;   Outros sucos de uvas;1981-01-01;0
SUCO;su_Outros_sucos;   Outros sucos de uvas;1982-01-01;0
SUCO;su_Outros_sucos;   Outros sucos de uvas;1983-01-01;0
SUCO;su_Outros_sucos;   Outros sucos de uvas;1984-01-01;0
SUCO;su_Outros_sucos;   Outros sucos de uvas;1985-01-01;0
SUCO;su_Outros_sucos;   Outros sucos de uvas;1986-01-01;0
SUCO;su_Outros_sucos;   Outros sucos de uvas;1987-01-01;0
SUCO;su_Outros_sucos;   Outros sucos de uvas;1988-01-01;0
SUCO;su_Outros_sucos;   Outros sucos de uvas;1989-01-01;0
SUCO;su_Outros_sucos;   Outros sucos de uvas;1990-01-01;0
SUCO;su_Outros_sucos;   Outros sucos de uvas;1991-01-01;0
SUCO;su_Outros_sucos;   Outros sucos de uvas;1992-01-01;0
SUCO;su_Outros_sucos;   Outros sucos de uvas;1993-01-01;0
SUCO;su_Outros_sucos;   Outros sucos de uvas;1994-01-01;0
SUCO;su_Outros_sucos;   Outros sucos de uvas;1995-01-01;0
SUCO;su_Outros_sucos;   Outros sucos de uvas;1996-01-01;0
SUCO;su_Outros_sucos;   Outros sucos de uvas;1997-01-01;0
SUCO;su_Outros_sucos;   Outros sucos de uvas;1998-01-01;0
SUCO;su_Outros_sucos;   Outros sucos de uvas;1999-01-01;0
SUCO;su_Outros_sucos;   Outros sucos de uvas;2000-01-01;0
SUCO;su_Outros_sucos;   Outros sucos de uvas;2001-01-01;0
SUCO;su_Outros_sucos;   Outros sucos de uvas;2002-01-01;0
SUCO;su_Outros_sucos;   Outros sucos de uvas;2003-01-01;0
SUCO;su_Outros_sucos;   Outros sucos de uvas;2004-01-01;0
SUCO;su_Outros_sucos;   Outros sucos de uvas;2005-01-01;0
SUCO;su_Outros_sucos;   Outros sucos de uvas;2006-01-01;0
SUCO;su_Outros_sucos;   Outros sucos de uvas;2007-01-01;0
SUCO;su_Outros_sucos;   Outros sucos de uvas;2008-01-01;0
SUCO;su_Outros_sucos;   Outros sucos de uvas;2009-01-01;0
SUCO;su_Outros_sucos;   Outros sucos de uvas;2010-01-01;0
SUCO;su_Outros_sucos;   Outros sucos de uvas;2011-01-01;0
SUCO;su_Outros_sucos;   Outros sucos de uvas;2012-01-01;0
SUCO;su_Outros_sucos;   Outros sucos de uvas;2013-01-01;0
SUCO;su_Outros_sucos;   Outros sucos de uvas;2014-01-01;0
SUCO;su_Outros_sucos;   Outros sucos de uvas;2015-01-01;0
SUCO;su_Outros_sucos;   Outros sucos de uvas;2016-01-01;0
SUCO;su_Outros_sucos;   Outros sucos de uvas;2017-01-01;0
SUCO;su_Outros_sucos;   Outros sucos de uvas;2018-01-01;0
SUCO;su_Outros_sucos;   Outros sucos de uvas;2019-01-01;8102151
